Employee_ID,Name,Age,Department,Gender,Experience_Years,Monthly_Salary,Performance_Rating,Attendance_%,Attrition
11151,Employee_1151,47,IT,Male,2,45477,1,75.73,No
11152,Employee_1152,54,Marketing,Male,2,110910,2,90.11,No
11153,Employee_1153,32,Marketing,Female,17,18571,4,88.62,No
11154,Employee_1154,27,Finance,Male,24,34576,1,83.42,No
11155,Employee_1155,30,Marketing,Female,19,77703,2,72.88,No
11156,Employee_1156,37,Finance,Male,28,24680,4,72.75,No
11157,Employee_1157,46,Marketing,Female,21,40706,1,93.32,Yes
11158,Employee_1158,41,HR,Female,14,94854,5,83.55,No
11159,Employee_1159,48,Finance,Female,9,101195,5,95.74,Yes
11160,Employee_1160,22,Finance,Male,20,79527,2,87.24,No
11161,Employee_1161,21,Sales,Female,28,85565,3,88.56,No
11162,Employee_1162,56,Marketing,Male,31,63436,1,98.03,No
11163,Employee_1163,46,Marketing,Male,9,17774,2,74.94,No
11164,Employee_1164,49,Finance,Male,12,31972,3,86.29,No
11165,Employee_1165,41,HR,Male,22,29048,3,71.74,No
11166,Employee_1166,31,HR,Male,22,113908,1,80.77,Yes
11167,Employee_1167,31,Operations,Female,30,95225,1,74.44,No
11168,Employee_1168,56,HR,Male,3,97273,3,75.64,Yes
11169,Employee_1169,59,Marketing,Female,2,96550,4,98.04,No
11170,Employee_1170,55,Sales,Female,20,102354,2,88.32,Yes
11171,Employee_1171,54,Finance,Male,1,113737,1,96.76,No
11172,Employee_1172,44,IT,Female,3,91680,3,83.31,No
11173,Employee_1173,42,Sales,Female,0,111537,4,87.93,No
11174,Employee_1174,25,IT,Male,14,72602,5,70.96,No
11175,Employee_1175,53,Sales,Female,32,81403,3,84.09,No
11176,Employee_1176,56,HR,Male,5,42182,4,86.92,Yes
11177,Employee_1177,40,Marketing,Male,6,94876,5,70.5,Yes
11178,Employee_1178,39,IT,Male,18,92373,4,93.68,No
11179,Employee_1179,55,Sales,Female,0,62059,1,78.86,No
11180,Employee_1180,37,Marketing,Female,18,23787,3,83.57,No
11181,Employee_1181,54,IT,Female,25,15393,5,86.07,Yes
11182,Employee_1182,29,Finance,Female,11,76775,4,99.77,No
11183,Employee_1183,46,Sales,Male,21,74454,5,72.98,No
11184,Employee_1184,22,Finance,Male,12,27056,2,86.66,No
11185,Employee_1185,29,HR,Female,27,76483,3,85.92,No
11186,Employee_1186,29,Finance,Male,13,59957,1,72.07,No
11187,Employee_1187,37,Finance,Female,21,43429,5,89.02,No
11188,Employee_1188,21,Operations,Male,29,60909,4,78.61,No
11189,Employee_1189,45,Sales,Male,19,67906,5,73.11,No
11190,Employee_1190,45,HR,Male,26,112435,4,75.36,Yes
11191,Employee_1191,59,Finance,Male,33,112757,5,94.71,Yes
11192,Employee_1192,55,Marketing,Male,0,101290,1,73.12,No
11193,Employee_1193,23,IT,Female,14,59389,1,84.01,Yes
11194,Employee_1194,57,Finance,Female,31,35905,3,75.86,No
11195,Employee_1195,50,HR,Male,7,104619,1,74.87,No
11196,Employee_1196,58,Finance,Female,32,68730,5,76.17,No
11197,Employee_1197,54,IT,Male,17,72557,5,84.78,Yes
11198,Employee_1198,32,HR,Male,28,110157,1,77.13,No
11199,Employee_1199,39,Sales,Male,31,101113,2,72.9,No
11200,Employee_1200,57,HR,Male,32,117264,5,94.04,Yes
11201,Employee_1201,37,Sales,Female,4,81199,3,86.19,No
11202,Employee_1202,30,HR,Male,17,62301,2,74.71,No
11203,Employee_1203,32,IT,Female,9,99752,1,84.14,No
11204,Employee_1204,36,IT,Male,32,62259,4,72.05,Yes
11205,Employee_1205,44,HR,Male,22,89801,5,87.41,No
11206,Employee_1206,39,Finance,Female,4,19574,4,80.21,No
11207,Employee_1207,28,IT,Male,33,103291,3,73.11,No
11208,Employee_1208,51,Sales,Male,23,71776,2,75.51,No
11209,Employee_1209,41,Sales,Female,16,111777,4,80.37,No
11210,Employee_1210,37,Marketing,Female,30,103212,3,94.19,Yes
11211,Employee_1211,43,Operations,Female,6,102097,4,75.21,No
11212,Employee_1212,57,Operations,Male,16,39737,4,73.29,No
11213,Employee_1213,36,Operations,Male,27,38390,3,85.48,No
11214,Employee_1214,26,Sales,Female,21,106612,5,86.76,No
11215,Employee_1215,28,Marketing,Female,14,67330,4,72.71,No
11216,Employee_1216,45,Operations,Male,14,86082,3,78.53,Yes
11217,Employee_1217,38,Operations,Male,24,68642,4,77.88,Yes
11218,Employee_1218,45,HR,Female,20,36280,5,75.59,No
11219,Employee_1219,32,HR,Female,1,113489,3,79.47,No
11220,Employee_1220,35,HR,Female,26,36037,4,71.11,No
11221,Employee_1221,46,Finance,Female,31,55576,1,89.55,No
11222,Employee_1222,46,Operations,Male,20,43564,5,99.65,Yes
11223,Employee_1223,52,Finance,Male,3,114133,4,89.02,No
11224,Employee_1224,30,Marketing,Male,18,100439,2,80.83,Yes
11225,Employee_1225,36,Sales,Male,1,111342,3,90.04,Yes
11226,Employee_1226,27,Operations,Female,25,104928,4,87.15,Yes
11227,Employee_1227,37,Sales,Male,33,43087,5,95.4,No
11228,Employee_1228,43,HR,Female,13,102829,5,88.66,Yes
11229,Employee_1229,46,Operations,Male,14,91213,2,89.02,No
11230,Employee_1230,41,IT,Male,19,27803,2,76.65,Yes
11231,Employee_1231,42,Finance,Male,33,61002,4,82.47,Yes
11232,Employee_1232,27,Finance,Female,18,81761,1,80.33,No
11233,Employee_1233,34,Operations,Male,8,86310,5,70.34,No
11234,Employee_1234,35,HR,Female,6,93579,1,79.4,No
11235,Employee_1235,27,Finance,Female,29,31163,1,84.58,No
11236,Employee_1236,29,HR,Male,12,83380,4,88,Yes
11237,Employee_1237,28,Marketing,Female,26,87883,3,98.04,No
11238,Employee_1238,43,Sales,Male,34,66885,3,77.17,No
11239,Employee_1239,49,IT,Female,12,101340,3,74.57,No
11240,Employee_1240,38,Sales,Male,14,51764,2,96.08,No
11241,Employee_1241,51,Sales,Female,8,107782,5,98.26,No
11242,Employee_1242,50,Marketing,Female,22,77126,2,84.64,Yes
11243,Employee_1243,59,Finance,Male,2,82224,5,73.46,Yes
11244,Employee_1244,55,IT,Male,33,62055,5,84.56,No
11245,Employee_1245,38,Finance,Male,18,66599,5,73.28,Yes
11246,Employee_1246,59,Operations,Male,27,97787,4,96.5,No
11247,Employee_1247,37,Sales,Female,22,93040,3,91.24,No
11248,Employee_1248,34,Operations,Female,6,54720,2,77.23,No
11249,Employee_1249,51,HR,Female,11,108120,2,96.6,No
11250,Employee_1250,44,Sales,Female,13,59484,4,89.14,No
11251,Employee_1251,55,Finance,Male,14,53852,5,98.6,No
11252,Employee_1252,54,Sales,Female,2,28219,3,99.41,No
11253,Employee_1253,23,HR,Male,14,105351,1,70.1,No
11254,Employee_1254,57,Marketing,Female,23,63865,1,73.61,No
11255,Employee_1255,46,Operations,Male,7,69457,4,86.41,No
11256,Employee_1256,43,Operations,Male,4,105159,3,98.68,No
11257,Employee_1257,59,Finance,Male,3,51817,1,99.83,No
11258,Employee_1258,35,Sales,Male,13,83993,1,87.02,Yes
11259,Employee_1259,24,Finance,Male,15,108391,2,75.21,No
11260,Employee_1260,49,Marketing,Female,19,67380,3,74.89,No
11261,Employee_1261,42,Sales,Male,23,65400,1,92.92,Yes
11262,Employee_1262,45,Sales,Female,5,51258,2,87.76,Yes
11263,Employee_1263,33,Finance,Female,30,96006,3,86.46,No
11264,Employee_1264,38,Finance,Male,5,63957,5,83.97,Yes
11265,Employee_1265,53,HR,Female,34,33281,3,91.75,Yes
11266,Employee_1266,36,Marketing,Female,14,92264,4,95.74,No
11267,Employee_1267,22,HR,Female,28,66331,2,79.09,Yes
11268,Employee_1268,55,Operations,Male,2,60680,5,76.63,Yes
11269,Employee_1269,54,Sales,Male,10,53723,2,90.11,No
11270,Employee_1270,50,Finance,Male,2,25162,2,97.44,No
11271,Employee_1271,33,Sales,Male,27,109808,1,80.44,No
11272,Employee_1272,33,Sales,Female,9,116024,3,78.17,No
11273,Employee_1273,38,IT,Female,32,66095,2,76.78,No
11274,Employee_1274,52,Operations,Female,15,26338,2,77.63,No
11275,Employee_1275,52,IT,Female,9,102832,4,74.05,Yes
11276,Employee_1276,55,Sales,Female,32,26675,4,87.9,Yes
11277,Employee_1277,59,Finance,Female,2,104606,4,78.42,No
11278,Employee_1278,49,Sales,Male,4,35080,2,88.45,No
11279,Employee_1279,49,Operations,Female,11,28936,5,72.49,No
11280,Employee_1280,36,IT,Female,12,25019,3,73.46,No
11281,Employee_1281,30,Finance,Female,23,82282,2,86.08,No
11282,Employee_1282,50,Sales,Male,31,64681,1,85.35,Yes
11283,Employee_1283,45,Marketing,Female,15,103304,5,78.15,No
11284,Employee_1284,59,Operations,Female,31,88861,5,94.81,No
11285,Employee_1285,40,Operations,Male,20,19486,3,75.61,No
11286,Employee_1286,25,Marketing,Female,11,97021,5,80.82,Yes
11287,Employee_1287,21,Sales,Male,20,94864,3,86.67,No
11288,Employee_1288,50,Operations,Male,20,34112,5,96.02,No
11289,Employee_1289,23,Finance,Female,5,66697,3,82.56,Yes
11290,Employee_1290,34,Sales,Female,8,70998,4,81.96,No
11291,Employee_1291,50,Sales,Male,0,112816,4,87.39,No
11292,Employee_1292,24,IT,Female,11,41576,5,79.5,No
11293,Employee_1293,38,Operations,Female,13,65100,5,91.28,Yes
11294,Employee_1294,57,Operations,Male,5,96238,3,77.46,Yes
11295,Employee_1295,45,Marketing,Male,0,36320,3,94.7,No
11296,Employee_1296,21,IT,Female,21,98973,2,78.17,No
11297,Employee_1297,35,IT,Male,33,80729,4,99.78,No
11298,Employee_1298,29,Operations,Female,10,105853,2,79.49,No
11299,Employee_1299,35,Sales,Female,2,109018,2,96.36,Yes
11300,Employee_1300,44,IT,Female,5,99879,1,81.92,No
11301,Employee_1301,24,Marketing,Female,5,44144,3,77.38,No
11302,Employee_1302,32,IT,Male,19,72326,1,76.78,No
11303,Employee_1303,57,Marketing,Female,20,92148,1,95.51,No
11304,Employee_1304,57,IT,Male,1,34307,2,79.26,No
11305,Employee_1305,26,Marketing,Female,25,75598,1,80.16,No
11306,Employee_1306,59,IT,Female,30,34623,3,75.91,Yes
11307,Employee_1307,44,IT,Male,25,35249,2,98.84,Yes
11308,Employee_1308,31,Finance,Female,31,88765,3,77.34,Yes
11309,Employee_1309,33,Marketing,Male,9,106810,5,77.42,No
11310,Employee_1310,54,Marketing,Male,22,117870,1,98.32,No
11311,Employee_1311,45,Marketing,Female,5,87131,2,97.03,No
11312,Employee_1312,27,HR,Female,22,109138,4,77.47,No
11313,Employee_1313,24,IT,Female,27,53377,3,95.94,No
11314,Employee_1314,28,Marketing,Female,29,67365,1,77.49,Yes
11315,Employee_1315,40,Operations,Male,13,118412,3,72.53,No
11316,Employee_1316,49,HR,Female,31,49551,3,94.61,No
11317,Employee_1317,30,Finance,Female,33,57926,5,93.15,No
11318,Employee_1318,54,Marketing,Female,21,105214,3,78.84,No
11319,Employee_1319,46,Marketing,Female,30,102750,5,72.7,No
11320,Employee_1320,23,HR,Female,6,53599,5,76.19,No
11321,Employee_1321,26,IT,Male,20,113345,5,93.13,No
11322,Employee_1322,25,Operations,Female,15,108330,1,98.94,No
11323,Employee_1323,25,Finance,Male,19,37593,3,77.77,No
11324,Employee_1324,43,Marketing,Female,18,75334,3,94.55,No
11325,Employee_1325,29,IT,Female,31,109400,5,76.84,No
11326,Employee_1326,55,Operations,Female,14,74893,3,90.39,No
11327,Employee_1327,40,Operations,Male,4,57636,3,72.51,No
11328,Employee_1328,55,Finance,Female,10,84225,5,87.56,Yes
11329,Employee_1329,38,Sales,Male,14,55363,4,78.08,No
11330,Employee_1330,37,Operations,Male,28,70959,4,97.78,No
11331,Employee_1331,44,Sales,Female,3,95223,5,78.69,No
11332,Employee_1332,23,Operations,Male,22,100917,1,81.95,No
11333,Employee_1333,52,Finance,Female,14,113629,3,95.22,No
11334,Employee_1334,55,HR,Female,2,104125,3,83.15,No
11335,Employee_1335,58,Finance,Male,31,16120,4,77.15,No
11336,Employee_1336,33,Finance,Female,9,31491,5,86.43,No
11337,Employee_1337,45,HR,Female,21,58638,1,95.2,No
11338,Employee_1338,29,HR,Male,13,54062,5,83,No
11339,Employee_1339,24,IT,Male,16,20193,4,73.99,No
11340,Employee_1340,34,Operations,Male,20,104144,4,81.49,No
11341,Employee_1341,57,IT,Male,14,30213,3,98.63,No
11342,Employee_1342,54,HR,Male,14,94766,2,72.16,No
11343,Employee_1343,31,Sales,Male,0,98959,1,82.25,Yes
11344,Employee_1344,23,Sales,Female,23,32187,1,89.44,No
11345,Employee_1345,48,Finance,Male,11,25040,2,72.36,Yes
11346,Employee_1346,49,Marketing,Male,9,81302,4,80.35,No
11347,Employee_1347,29,Finance,Female,30,44949,5,98.22,No
11348,Employee_1348,23,Finance,Female,10,18527,1,70.92,No
11349,Employee_1349,45,Marketing,Male,15,91557,2,92.55,No
11350,Employee_1350,54,Operations,Male,8,98408,3,95.24,No
11351,Employee_1351,32,HR,Female,13,117433,3,78.31,No
11352,Employee_1352,29,Sales,Male,18,92294,4,76.44,No
11353,Employee_1353,35,Finance,Male,30,33757,1,97.44,No
11354,Employee_1354,45,Marketing,Female,8,40412,5,92.92,Yes
11355,Employee_1355,25,IT,Male,25,29312,1,73.4,No
11356,Employee_1356,31,Finance,Female,7,37119,3,76.37,Yes
11357,Employee_1357,54,Sales,Male,23,26804,1,88.64,No
11358,Employee_1358,44,HR,Female,7,68986,3,82.58,No
11359,Employee_1359,35,Finance,Female,18,61545,2,85.13,Yes
11360,Employee_1360,58,Finance,Female,29,91519,2,98.55,Yes
11361,Employee_1361,28,Operations,Male,21,44999,3,82.61,Yes
11362,Employee_1362,25,Marketing,Female,8,111093,5,96.45,No
11363,Employee_1363,46,IT,Male,3,54758,5,89.82,No
11364,Employee_1364,38,IT,Female,7,109324,1,73.65,No
11365,Employee_1365,26,HR,Female,0,112486,3,92.34,No
11366,Employee_1366,57,Sales,Female,27,84519,4,85.61,Yes
11367,Employee_1367,33,HR,Male,5,18768,5,76.75,No
11368,Employee_1368,48,Finance,Male,10,16504,5,78.69,Yes
11369,Employee_1369,25,Finance,Female,4,82986,2,86.72,No
11370,Employee_1370,33,IT,Male,23,91772,5,88.05,No
11371,Employee_1371,37,Sales,Male,17,23002,5,99.05,No
11372,Employee_1372,52,Marketing,Male,19,90427,5,95.64,Yes
11373,Employee_1373,49,Sales,Female,27,53787,3,76.18,Yes
11374,Employee_1374,23,Finance,Male,12,28898,3,93.22,No
11375,Employee_1375,54,Marketing,Female,4,25472,2,70.25,No
11376,Employee_1376,47,Sales,Female,29,95800,1,73.89,No
11377,Employee_1377,33,Sales,Female,0,98227,5,75.99,No
11378,Employee_1378,53,Marketing,Male,21,47632,1,87.92,No
11379,Employee_1379,26,Finance,Female,17,48743,3,75.84,No
11380,Employee_1380,44,Sales,Male,4,93538,5,80.96,No
11381,Employee_1381,39,Marketing,Male,30,58386,1,77.28,No
11382,Employee_1382,36,Operations,Female,5,108786,1,80.12,Yes
11383,Employee_1383,48,Operations,Female,26,58388,4,98.27,No
11384,Employee_1384,53,Finance,Female,24,36323,3,99.92,No
11385,Employee_1385,33,Marketing,Male,28,84269,2,90.57,No
11386,Employee_1386,45,Operations,Male,27,56319,2,87.17,Yes
11387,Employee_1387,56,Marketing,Female,15,82759,4,91.25,No
11388,Employee_1388,47,Sales,Female,11,31868,1,93.15,No
11389,Employee_1389,58,Finance,Male,19,114732,4,92.17,No
11390,Employee_1390,27,Operations,Male,17,17080,4,72.46,No
11391,Employee_1391,25,Sales,Female,33,28776,3,79.31,No
11392,Employee_1392,51,HR,Male,22,81231,5,80.3,No
11393,Employee_1393,43,HR,Male,26,70452,1,81.08,No
11394,Employee_1394,30,Finance,Male,16,68812,2,80.33,No
11395,Employee_1395,52,Operations,Male,20,78271,2,93.61,Yes
11396,Employee_1396,50,Operations,Male,30,113505,4,92.43,No
11397,Employee_1397,59,Operations,Male,2,92585,4,70.14,No
11398,Employee_1398,51,Marketing,Female,16,73542,4,78.89,Yes
11399,Employee_1399,38,Sales,Male,25,30628,1,88.71,No
11400,Employee_1400,56,Operations,Female,22,23265,4,73.61,No
11401,Employee_1401,22,Sales,Female,5,39671,4,72.14,No
11402,Employee_1402,34,Finance,Male,27,27460,5,94.85,No
11403,Employee_1403,33,Operations,Female,7,18477,1,83.58,No
11404,Employee_1404,49,Finance,Female,7,17202,3,95.67,No
11405,Employee_1405,32,Operations,Female,18,104410,3,94.71,No
11406,Employee_1406,59,HR,Male,28,26850,5,96.8,No
11407,Employee_1407,22,IT,Female,22,119621,2,71.45,No
11408,Employee_1408,52,Finance,Male,31,35809,3,75.58,Yes
11409,Employee_1409,33,Operations,Female,9,85886,1,78.88,No
11410,Employee_1410,47,IT,Female,26,17806,2,74.09,No
11411,Employee_1411,37,Finance,Female,0,22163,4,84.56,Yes
11412,Employee_1412,51,Marketing,Female,28,109368,1,93.97,Yes
11413,Employee_1413,54,Operations,Male,2,15185,2,98.54,Yes
11414,Employee_1414,44,Marketing,Female,30,39718,3,96.69,No
11415,Employee_1415,55,HR,Female,10,92081,4,83.72,No
11416,Employee_1416,26,Operations,Male,21,71202,4,89.09,Yes
11417,Employee_1417,39,HR,Male,17,40215,1,76.92,No
11418,Employee_1418,50,IT,Male,34,43325,4,82.09,No
11419,Employee_1419,27,Finance,Female,5,33458,2,96.14,Yes
11420,Employee_1420,30,Sales,Male,2,31006,5,70.88,No
11421,Employee_1421,52,HR,Male,4,109080,3,85.98,No
11422,Employee_1422,54,Sales,Male,8,47969,1,96.18,No
11423,Employee_1423,48,Sales,Male,27,91820,5,73.66,No
11424,Employee_1424,35,Finance,Male,18,119014,5,99.48,No
11425,Employee_1425,50,IT,Male,27,42655,1,70.37,Yes
11426,Employee_1426,57,Finance,Female,26,109679,2,96.58,No
11427,Employee_1427,49,Operations,Male,12,96234,3,80.61,No
11428,Employee_1428,42,HR,Female,20,115406,1,73.98,No
11429,Employee_1429,24,Sales,Male,26,24102,5,74.72,No
11430,Employee_1430,40,Finance,Male,5,82107,5,91.04,No
11431,Employee_1431,52,Finance,Male,10,118429,1,96.12,No
11432,Employee_1432,56,Finance,Female,16,36553,5,89.23,No
11433,Employee_1433,24,HR,Male,6,99079,1,97.86,No
11434,Employee_1434,47,IT,Male,29,109437,1,95.27,No
11435,Employee_1435,37,Finance,Male,20,94570,3,70.27,No
11436,Employee_1436,32,HR,Male,0,107656,1,90.08,No
11437,Employee_1437,42,Sales,Female,24,81865,5,79.14,No
11438,Employee_1438,37,Operations,Female,31,56420,4,83.64,No
11439,Employee_1439,30,Marketing,Female,7,40382,3,72.82,No
11440,Employee_1440,21,HR,Female,4,84235,5,78.46,No
11441,Employee_1441,42,Marketing,Female,29,53795,5,88.98,No
11442,Employee_1442,46,Finance,Male,7,66425,3,76.55,Yes
11443,Employee_1443,38,Finance,Male,18,72402,3,89.43,No
11444,Employee_1444,34,HR,Male,29,77539,5,97.69,No
11445,Employee_1445,49,Marketing,Female,14,91203,4,70.15,Yes
11446,Employee_1446,32,Finance,Male,26,118127,2,93.57,No
11447,Employee_1447,56,Sales,Female,12,38459,5,89.24,Yes
11448,Employee_1448,55,IT,Male,13,64649,3,71.4,Yes
11449,Employee_1449,32,IT,Female,29,87495,1,93.71,No
11450,Employee_1450,27,Finance,Male,12,110117,1,76.74,No
11451,Employee_1451,49,Marketing,Male,15,61384,3,77.97,No
11452,Employee_1452,31,Operations,Male,6,86746,3,72.81,Yes
11453,Employee_1453,53,Finance,Male,26,93053,2,86.03,Yes
11454,Employee_1454,26,Operations,Female,34,71278,3,84.95,No
11455,Employee_1455,35,Operations,Male,14,93156,1,80.42,No
11456,Employee_1456,52,Marketing,Male,27,51744,4,75.06,Yes
11457,Employee_1457,31,Operations,Male,34,103340,3,95.14,No
11458,Employee_1458,43,Sales,Female,6,45568,2,96.29,No
11459,Employee_1459,46,Marketing,Male,19,32991,4,86.22,No
11460,Employee_1460,54,Finance,Male,31,23912,2,77.33,No
11461,Employee_1461,54,Sales,Male,31,47527,4,72.88,Yes
11462,Employee_1462,49,HR,Male,25,111399,3,96.06,No
11463,Employee_1463,24,IT,Male,19,65426,1,72.88,No
11464,Employee_1464,37,Finance,Female,17,113994,4,70.4,No
11465,Employee_1465,55,Finance,Female,14,35407,5,84.08,No
11466,Employee_1466,33,Finance,Female,21,27344,2,91.94,No
11467,Employee_1467,59,Sales,Male,21,116741,4,83.73,No
11468,Employee_1468,35,HR,Female,20,17355,2,71.54,Yes
11469,Employee_1469,49,Marketing,Male,1,111429,1,90.7,No
11470,Employee_1470,49,HR,Male,17,69733,2,89.27,No
11471,Employee_1471,31,Sales,Male,22,81285,2,90.45,Yes
11472,Employee_1472,52,Finance,Male,12,99971,5,76.34,No
11473,Employee_1473,22,IT,Female,8,60733,2,93.87,No
11474,Employee_1474,34,Finance,Female,6,71915,4,84.38,No
11475,Employee_1475,40,Marketing,Female,0,67716,2,86.09,No
11476,Employee_1476,42,Operations,Male,1,53526,3,86.37,Yes
11477,Employee_1477,31,IT,Female,3,33088,2,78.6,Yes
11478,Employee_1478,47,Finance,Female,13,80377,3,77.5,No
11479,Employee_1479,23,IT,Male,31,59405,2,70.14,No
11480,Employee_1480,37,Operations,Female,1,53842,2,81.9,No
11481,Employee_1481,48,HR,Male,13,76788,4,84.55,No
11482,Employee_1482,49,Sales,Female,19,66529,3,92.28,Yes
11483,Employee_1483,41,Finance,Female,24,104939,3,72,No
11484,Employee_1484,36,Marketing,Female,7,118578,5,97.72,Yes
11485,Employee_1485,57,HR,Male,27,67383,2,77.92,No
11486,Employee_1486,40,Finance,Female,20,54177,2,81,Yes
11487,Employee_1487,26,HR,Female,22,54056,4,71.45,No
11488,Employee_1488,39,Marketing,Female,31,103249,5,89.59,No
11489,Employee_1489,25,Finance,Female,7,81421,5,91.27,Yes
11490,Employee_1490,23,Operations,Male,30,48632,4,97.86,No
11491,Employee_1491,21,Operations,Male,15,54685,3,80.1,No
11492,Employee_1492,58,Marketing,Female,26,92222,1,77.72,No
11493,Employee_1493,35,IT,Female,17,83590,4,91.78,No
11494,Employee_1494,54,Marketing,Female,34,23977,3,91.2,No
11495,Employee_1495,55,IT,Male,14,105568,5,98.11,No
11496,Employee_1496,45,Finance,Female,26,63967,4,76.16,No
11497,Employee_1497,44,IT,Female,16,89072,1,91.16,No
11498,Employee_1498,32,Finance,Male,1,30070,2,72.01,No
11499,Employee_1499,38,Finance,Male,30,97473,4,84.41,No
11500,Employee_1500,35,Sales,Male,33,36500,1,73.58,Yes
11501,Employee_1501,36,Finance,Female,33,25011,1,89.59,Yes
11502,Employee_1502,47,IT,Male,2,63039,4,88.04,No
11503,Employee_1503,28,Sales,Male,16,23896,3,71.46,No
11504,Employee_1504,45,Sales,Female,13,110335,4,79.59,No
11505,Employee_1505,37,Finance,Male,13,95118,5,81.85,No
11506,Employee_1506,49,Marketing,Female,34,54958,1,77.44,No
11507,Employee_1507,28,Marketing,Female,0,56912,1,71.16,Yes
11508,Employee_1508,35,Operations,Male,28,15814,2,79.56,No
11509,Employee_1509,47,Sales,Female,3,90276,1,93.78,Yes
11510,Employee_1510,27,Finance,Male,32,39719,2,80.8,No
11511,Employee_1511,23,Marketing,Male,16,116081,1,79.7,No
11512,Employee_1512,49,Finance,Male,27,35150,1,98.25,No
11513,Employee_1513,44,Finance,Female,25,85494,4,71.25,No
11514,Employee_1514,23,Sales,Male,7,18825,4,93.02,No
11515,Employee_1515,40,Operations,Female,33,65368,5,84.49,No
11516,Employee_1516,35,Sales,Female,17,29800,3,98.33,No
11517,Employee_1517,45,HR,Female,30,90535,5,81.8,No
11518,Employee_1518,50,Marketing,Male,26,101390,1,91.24,Yes
11519,Employee_1519,34,Marketing,Female,15,107851,5,72.1,No
11520,Employee_1520,27,Marketing,Female,9,90017,4,97.86,No
11521,Employee_1521,37,IT,Male,11,63505,1,80.34,Yes
11522,Employee_1522,40,Finance,Male,21,72899,1,85.72,Yes
11523,Employee_1523,56,Sales,Female,15,97782,5,74.15,Yes
11524,Employee_1524,29,Marketing,Female,11,37601,2,98.37,No
11525,Employee_1525,58,HR,Male,10,25677,3,90.19,No
11526,Employee_1526,42,Marketing,Female,19,44552,5,71.62,Yes
11527,Employee_1527,22,Operations,Female,0,102858,5,74.66,Yes
11528,Employee_1528,44,Finance,Female,26,82891,3,82,No
11529,Employee_1529,28,Finance,Female,2,89693,1,76.5,No
11530,Employee_1530,31,Sales,Male,11,115699,1,79.14,No
11531,Employee_1531,33,IT,Female,29,106450,2,99.92,No
11532,Employee_1532,37,Sales,Male,8,48292,5,89.76,Yes
11533,Employee_1533,28,Marketing,Female,0,81097,3,97.67,No
11534,Employee_1534,41,Operations,Male,3,88703,5,83.07,No
11535,Employee_1535,38,HR,Female,14,31184,4,91.31,No
11536,Employee_1536,50,Sales,Male,26,105033,5,83.79,Yes
11537,Employee_1537,38,IT,Female,7,104336,5,79.85,No
11538,Employee_1538,51,Sales,Male,22,76046,4,85.58,No
11539,Employee_1539,58,Finance,Female,14,117968,4,82.82,No
11540,Employee_1540,52,Marketing,Female,26,81741,3,99.42,No
11541,Employee_1541,31,Marketing,Male,30,76377,1,84.88,No
11542,Employee_1542,45,Marketing,Male,7,27039,2,94.33,No
11543,Employee_1543,53,Marketing,Male,29,60161,4,90,No
11544,Employee_1544,58,Marketing,Male,17,50006,1,84.39,No
11545,Employee_1545,28,Marketing,Male,3,32544,3,84.22,Yes
11546,Employee_1546,31,HR,Female,21,27987,5,80.26,No
11547,Employee_1547,42,IT,Male,2,20239,3,73.21,No
11548,Employee_1548,44,Marketing,Male,14,59785,3,92.84,No
11549,Employee_1549,37,IT,Female,34,38358,4,97.54,No
11550,Employee_1550,32,Operations,Male,32,97674,2,76.54,No
11551,Employee_1551,52,Marketing,Male,13,71450,4,97.77,No
11552,Employee_1552,35,Sales,Male,0,103520,5,76.97,Yes
11553,Employee_1553,36,Marketing,Female,25,43428,4,85.9,Yes
11554,Employee_1554,42,Finance,Male,7,24096,5,80.31,No
11555,Employee_1555,48,HR,Female,15,62582,4,73.44,No
11556,Employee_1556,40,Sales,Female,9,39536,2,71.59,No
11557,Employee_1557,53,Sales,Male,25,72395,1,80.96,No
11558,Employee_1558,30,Finance,Female,27,83157,2,71.42,No
11559,Employee_1559,52,Marketing,Male,11,116494,4,73.13,No
11560,Employee_1560,53,HR,Male,19,84484,3,74.27,No
11561,Employee_1561,22,Sales,Male,13,16287,1,70.06,No
11562,Employee_1562,53,HR,Male,34,69510,3,74.6,Yes
11563,Employee_1563,53,Sales,Male,28,38902,2,87.32,No
11564,Employee_1564,33,Marketing,Female,11,71188,1,94.59,No
11565,Employee_1565,50,Operations,Female,17,36164,4,75.8,No
11566,Employee_1566,53,Sales,Female,1,96204,3,72.43,No
11567,Employee_1567,33,Operations,Female,1,16772,4,91.89,No
11568,Employee_1568,46,Sales,Male,16,68054,5,70.24,No
11569,Employee_1569,42,IT,Male,9,69878,1,92.02,No
11570,Employee_1570,59,Marketing,Female,17,47238,3,73.93,No
11571,Employee_1571,22,Finance,Male,21,119504,2,76.85,No
11572,Employee_1572,58,Operations,Female,18,73293,2,73.6,Yes
11573,Employee_1573,59,Finance,Female,0,96298,2,77.42,Yes
11574,Employee_1574,46,Marketing,Female,23,116442,2,93.95,No
11575,Employee_1575,35,Finance,Female,24,22213,3,73.98,No
11576,Employee_1576,54,Marketing,Male,30,29941,5,99.82,No
11577,Employee_1577,31,Finance,Male,30,110881,2,79.81,No
11578,Employee_1578,23,Operations,Female,1,115720,2,97.66,No
11579,Employee_1579,26,IT,Female,18,30964,2,75.7,No
11580,Employee_1580,29,Finance,Female,11,41855,5,75.64,No
